,Make,Vehicle_type,Engine_size_L,Cylinders,Transmission,Fuel_type,Fuel_consumption_city_L_per_100km,Fuel_consumption_hwy_L_per_100km,Fuel_consumption_comb_L_per_100km,Fuel_consumption_comb_mpg,CO2_emissions_g_per_km
5767,ford,pickuptruck_standard,5.0,8,AS10,ethanol,20.3,14.0,17.5,16,290
5768,ford,pickuptruck_standard,5.0,8,AS10,gasoline,15.6,11.8,13.9,20,326
5769,ford,pickuptruck_standard,5.0,8,AS10,ethanol,20.4,14.0,17.5,16,291
5770,ford,pickuptruck_standard,2.7,6,AS10,gasoline,12.7,9.8,11.4,25,268
5773,ford,pickuptruck_standard,3.0,6,AS10,diesel,11.8,9.3,10.7,26,287
5775,ford,pickuptruck_standard,3.0,6,AS10,diesel,11.2,8.3,9.9,29,266
5776,ford,pickuptruck_standard,3.3,6,AS6,gasoline,12.8,10.2,11.6,24,273
5777,ford,pickuptruck_standard,3.3,6,AS6,ethanol,17.5,13.8,15.8,18,263
5779,ford,pickuptruck_standard,3.3,6,AS6,ethanol,17.5,13.7,15.8,18,263
5780,ford,pickuptruck_standard,3.5,6,AS10,gasoline,14.3,10.5,12.5,23,295
5781,ford,pickuptruck_standard,3.5,6,AS10,gasoline,14.7,10.7,12.9,22,303
5782,ford,pickuptruck_standard,3.5,6,AS10,gasoline,14.7,11.2,13.1,22,308
5783,ford,pickuptruck_standard,3.5,6,AS10,gasoline,13.8,11.2,12.6,22,296
5784,ford,pickuptruck_standard,5.0,8,AS10,gasoline,15.1,11.0,13.3,21,312
5786,ford,pickuptruck_standard,5.0,8,AS10,gasoline,15.7,11.8,13.9,20,326
5788,ford,pickuptruck_standard,5.0,8,AS10,gasoline,16.8,12.4,14.8,19,347
5789,ford,pickuptruck_standard,5.0,8,AS10,ethanol,21.3,17.2,19.5,14,323
5790,ford,pickuptruck_standard,3.5,6,AS10,gasoline,15.3,13.1,14.3,20,336
5794,ford,subcompact,1.6,4,AM6,gasoline,8.6,6.4,7.6,37,178
5795,ford,subcompact,1.6,4,M5,gasoline,8.8,6.8,7.9,36,184
5796,ford,subcompact,1.6,4,M6,gasoline,9.2,7.4,8.4,34,196
5799,ford,two_seater,3.5,6,AM7,electricity,20.4,13.1,17.1,17,402
5800,ford,subcompact,2.3,4,AS10,gasoline,11.2,7.3,9.4,30,221
5801,ford,subcompact,2.3,4,AS10,gasoline,11.8,8.4,10.3,27,242
5802,ford,subcompact,2.3,4,M6,gasoline,11.2,7.9,9.7,29,227
5803,ford,subcompact,2.3,4,M6,gasoline,11.8,8.7,10.4,27,244
5804,ford,subcompact,5.0,8,AS10,gasoline,15.0,9.1,12.3,23,289
5805,ford,subcompact,5.0,8,M6,gasoline,16.1,9.9,13.3,21,311
5807,ford,subcompact,2.3,4,AS10,gasoline,11.9,8.4,10.4,27,243
5808,ford,subcompact,2.3,4,M6,gasoline,11.8,8.4,10.3,27,241
5809,ford,subcompact,5.0,8,AS10,gasoline,15.4,9.7,12.9,22,302
5810,ford,pickuptruck_standard,2.3,4,AS10,gasoline,11.8,9.8,10.9,26,256
5812,ford,van_passenger,3.5,6,AS6,gasoline,16.2,12.8,14.7,19,346
5813,ford,van_passenger,3.7,6,AS6,gasoline,16.9,13.1,15.2,19,355
5814,ford,full_size,3.5,6,AS6,gasoline,13.5,9.0,11.5,25,270
5815,ford,full_size,3.5,6,AS6,ethanol,17.8,12.1,15.2,19,254
5817,ford,full_size,3.5,6,AS6,gasoline,14.0,9.9,12.4,23,291
5818,ford,full_size,3.5,6,AS6,ethanol,18.5,13.0,16.0,18,267
5819,ford,specialpurposevehicle,2.0,4,AS8,gasoline,9.8,8.8,9.3,30,219
5821,ford,specialpurposevehicle,2.0,4,AS8,ethanol,13.3,11.8,12.6,22,209
5822,ford,specialpurposevehicle,2.5,4,AS6,gasoline,12.0,8.8,10.6,27,247
5823,ford,specialpurposevehicle,2.0,4,AS8,gasoline,9.9,8.2,9.2,31,214
5825,ford,specialpurposevehicle,2.0,4,AS8,ethanol,13.7,11.1,12.5,23,208
5826,ford,specialpurposevehicle,2.5,4,AS6,gasoline,12.1,9.0,10.7,26,251
5827,genesis,compact,2.0,4,M6,electricity,12.8,8.5,10.9,26,255
5828,genesis,compact,2.0,4,AS8,electricity,11.5,8.7,10.3,27,241
5829,genesis,compact,3.3,6,AS8,electricity,13.3,9.5,11.6,24,274
5835,gmc,suv_standard,2.5,4,A6,gasoline,11.1,9.2,10.2,28,237
5837,gmc,suv_standard,2.5,4,A6,gasoline,11.3,9.4,10.5,27,248
5841,gmc,pickuptruck_small,2.8,4,A6,diesel,11.8,7.9,10.1,28,270
5843,gmc,pickuptruck_small,2.5,4,A6,gasoline,12.7,9.8,11.4,25,267
5844,gmc,pickuptruck_small,2.8,4,A6,diesel,12.2,8.4,10.5,27,283
5846,gmc,pickuptruck_standard,2.7,4,A8,gasoline,11.9,10.3,11.1,25,261
5847,gmc,pickuptruck_standard,4.3,6,A6,gasoline,15.1,11.5,13.5,21,317
5848,gmc,pickuptruck_standard,5.3,8,A6,gasoline,15.9,11.4,13.9,20,326
5849,gmc,pickuptruck_standard,5.3,8,A6,gasoline,15.7,11.9,14.0,20,329
5850,gmc,pickuptruck_standard,5.3,8,A6,ethanol,21.1,15.0,18.4,15,306
5851,gmc,pickuptruck_standard,5.3,8,A8,gasoline,14.3,10.4,12.5,23,294
5852,gmc,pickuptruck_standard,2.7,4,A8,gasoline,12.6,10.9,11.8,24,277
5853,gmc,pickuptruck_standard,4.3,6,A6,gasoline,15.8,11.9,14.0,20,329
5854,gmc,pickuptruck_standard,5.3,8,A6,gasoline,15.9,11.7,14.0,20,330
5855,gmc,pickuptruck_standard,5.3,8,A6,gasoline,16.0,12.5,14.4,20,339
5856,gmc,pickuptruck_standard,5.3,8,A6,ethanol,22.0,16.1,19.4,15,323
5857,gmc,pickuptruck_standard,5.3,8,A8,gasoline,15.3,11.2,13.5,21,316
5858,gmc,pickuptruck_standard,5.3,8,A8,gasoline,15.3,11.8,13.7,21,320
5859,gmc,pickuptruck_standard,6.2,8,A10,electricity,15.5,11.9,13.9,20,326
5860,gmc,pickuptruck_standard,6.2,8,A10,electricity,15.7,12.4,14.2,20,332
5861,gmc,pickuptruck_standard,5.3,8,A6,gasoline,15.6,10.9,13.5,21,317
5862,gmc,pickuptruck_standard,5.3,8,A6,gasoline,15.8,11.4,13.8,20,325
5864,gmc,suv_small,1.6,4,A6,diesel,8.5,6.0,7.4,38,199
5866,gmc,suv_small,1.6,4,A6,diesel,8.5,6.1,7.4,38,199
5868,gmc,suv_standard,5.3,8,A6,gasoline,15.7,10.5,13.4,21,314
5870,gmc,suv_standard,5.3,8,A6,ethanol,21.2,13.9,17.9,16,298
5871,gmc,suv_standard,5.3,8,A6,gasoline,15.8,11.1,13.7,21,321
5873,gmc,suv_standard,5.3,8,A6,ethanol,21.7,14.3,18.4,15,305
5878,gmc,suv_standard,5.3,8,A6,gasoline,16.8,11.3,14.3,20,336
5880,gmc,suv_standard,5.3,8,A6,ethanol,22.2,15.2,19.0,15,317
5887,honda,full_size,2.0,4,AV,gasoline,5.0,5.0,5.0,56,117
5888,honda,compact,1.5,4,AV7,gasoline,7.8,6.4,7.2,39,167
5889,honda,compact,2.0,4,AV,gasoline,7.8,6.1,7.1,40,164
5890,honda,compact,2.0,4,AV7,gasoline,8.3,6.6,7.5,38,176
5891,honda,compact,2.0,4,M6,gasoline,9.3,6.7,8.1,35,189
5898,honda,mid_size,1.5,4,AV7,gasoline,7.8,6.2,7.1,40,165
5899,honda,mid_size,2.0,4,AV,gasoline,7.9,6.1,7.1,40,167
5900,honda,mid_size,2.0,4,M6,gasoline,9.3,6.5,8.0,35,186
5908,honda,stationwagon_small,1.8,4,AV,gasoline,8.4,7.0,7.8,36,181
5909,honda,stationwagon_small,1.8,4,AV,gasoline,8.8,7.5,8.2,34,193
5910,honda,stationwagon_small,1.8,4,AV7,gasoline,9.1,7.7,8.5,33,199
5911,honda,mid_size,1.5,4,AV,gasoline,4.6,5.3,4.9,58,114
5915,honda,suv_small,3.5,6,A9,gasoline,12.5,9.8,11.3,25,265
5916,honda,suv_small,3.5,6,A6,gasoline,12.4,8.7,10.7,26,250
5919,honda,pickuptruck_standard,3.5,6,A6,gasoline,12.8,9.5,11.3,25,263
5920,hyundai,compact,1.6,4,AS6,gasoline,8.2,6.2,7.3,39,172
5925,hyundai,mid_size,2.0,4,M6,gasoline,9.2,6.5,8.0,35,188
5926,hyundai,full_size,1.6,4,AM7,gasoline,9.7,7.4,8.6,33,205
5927,hyundai,full_size,1.6,4,M6,gasoline,10.3,7.9,9.2,31,218
5928,hyundai,full_size,2.0,4,AS6,gasoline,9.4,7.1,8.4,34,200
5929,hyundai,full_size,2.0,4,M6,gasoline,9.8,7.4,8.7,32,207
5930,hyundai,full_size,1.6,4,AM6,gasoline,4.3,4.4,4.3,66,104
5935,hyundai,suv_small,2.4,4,AS8,gasoline,10.8,8.0,9.6,29,225
5936,hyundai,suv_small,2.0,4,AS8,gasoline,12.3,9.8,11.2,25,262
5937,hyundai,suv_small,2.4,4,AS8,gasoline,11.2,8.7,10.1,28,237
5938,hyundai,suv_small,3.3,6,AS6,gasoline,13.2,9.4,11.5,25,268
5939,hyundai,suv_small,3.3,6,AS6,gasoline,13.4,9.7,11.7,24,276
5940,hyundai,suv_small,3.3,6,AS6,gasoline,14.1,10.8,12.6,22,297
5942,hyundai,full_size,2.4,4,AS6,gasoline,9.3,7.1,8.3,34,198
5943,hyundai,full_size,2.4,4,AS6,gasoline,9.2,6.8,8.1,35,190
5946,hyundai,suv_small,2.0,4,AS6,gasoline,10.0,7.9,9.1,31,216
5947,hyundai,suv_small,2.0,4,AS6,gasoline,10.8,9.2,10.1,28,239
5948,hyundai,suv_small,2.4,4,AS6,gasoline,11.0,9.1,10.1,28,240
5949,hyundai,compact,2.0,4,AS6,gasoline,9.1,7.1,8.2,34,193
5950,hyundai,compact,2.0,4,M6,gasoline,9.4,7.1,8.4,34,198
5951,hyundai,compact,2.0,4,M6,gasoline,10.6,8.3,9.5,30,226
5952,hyundai,compact,1.6,4,AM7,gasoline,8.5,6.9,7.8,36,184
5954,infiniti,mid_size,2.0,4,AS7,electricity,10.7,8.6,9.7,29,229
5956,infiniti,mid_size,3.0,6,AS7,electricity,12.5,9.3,11.1,25,261
5958,infiniti,subcompact,3.0,6,AS7,electricity,12.3,8.7,10.7,26,251
5960,infiniti,mid_size,3.7,6,AS7,electricity,13.2,9.8,11.7,24,275
5961,infiniti,mid_size,5.6,8,AS7,electricity,14.9,10.2,12.8,22,301
5962,infiniti,suv_small,2.0,4,AV8,electricity,10.0,7.8,9.0,31,211
5965,jaguar,suv_small,2.0,4,AS9,electricity,11.0,8.4,9.8,29,231
5992,jeep,suv_small,2.0,4,A9,gasoline,10.4,7.6,9.1,31,214
5993,jeep,suv_small,2.4,4,A9,gasoline,10.8,7.6,9.3,30,219
5994,jeep,suv_small,3.2,6,A9,gasoline,11.9,8.2,10.2,28,240
5995,jeep,suv_small,2.0,4,A9,gasoline,11.2,8.0,9.8,29,229
5996,jeep,suv_small,2.4,4,A9,gasoline,11.2,8.0,9.8,29,230
5997,jeep,suv_small,3.2,6,A9,gasoline,12.2,8.6,10.6,27,249
5998,jeep,suv_small,2.0,4,A9,gasoline,11.5,8.6,10.2,28,240
6000,jeep,suv_small,2.0,4,A9,gasoline,11.8,9.2,10.6,27,249
6011,jeep,suv_small,1.3,4,A9,gasoline,9.8,7.4,8.7,32,204
6013,jeep,suv_small,1.3,4,A9,gasoline,10.1,8.1,9.2,31,216
6015,jeep,suv_small,1.3,4,A9,gasoline,10.8,8.7,9.9,29,230
6022,kia,full_size,3.3,6,AS8,gasoline,11.6,8.5,10.2,28,238
6023,kia,mid_size,2.0,4,AV,gasoline,7.7,5.9,6.9,41,164
6024,kia,mid_size,2.0,4,M6,gasoline,8.6,6.4,7.6,37,180
6028,kia,full_size,2.0,4,AS6,gasoline,11.2,7.9,9.7,29,230
6029,kia,full_size,2.4,4,AS6,gasoline,9.5,7.1,8.4,34,199
6030,kia,mid_size,2.0,4,AM6,gasoline,6.1,5.2,5.7,50,133
6033,kia,minivan,3.3,6,AS8,gasoline,12.7,10.0,11.5,25,272
6034,kia,suv_small,2.4,4,AS6,gasoline,10.7,8.2,9.6,29,225
6035,kia,suv_small,2.4,4,AS6,gasoline,11.2,9.0,10.2,28,242
6036,kia,suv_small,3.3,6,AS8,gasoline,12.5,9.7,11.2,25,265
6038,kia,stationwagon_small,1.6,4,AS6,gasoline,9.0,7.6,8.4,34,198
6043,kia,mid_size,2.0,4,AS8,electricity,11.1,8.1,9.7,29,229
6044,kia,mid_size,3.3,6,AS8,electricity,13.6,9.6,11.8,24,279
6045,lamborghini,two_seater,6.5,12,AM7,electricity,26.3,15.6,21.5,13,487
6046,lamborghini,two_seater,6.5,12,AM7,electricity,26.6,15.8,21.7,13,493
6047,lamborghini,two_seater,5.2,10,AM7,electricity,18.1,13.2,15.9,18,366
6048,lamborghini,two_seater,5.2,10,AM7,electricity,17.9,13.0,15.7,18,370
6053,lamborghini,suv_standard,4.0,8,AS8,electricity,19.2,14.1,16.9,17,384
6054,land_rover,suv_standard,3.0,6,AS8,electricity,14.8,11.4,13.3,21,311
6055,land_rover,suv_standard,3.0,6,AS8,diesel,11.3,9.2,10.4,27,279
6057,land_rover,suv_standard,3.0,6,AS8,electricity,14.1,10.3,12.4,23,291
6058,land_rover,suv_standard,3.0,6,AS8,diesel,10.7,8.3,9.6,29,256
6059,land_rover,suv_standard,5.0,8,AS8,electricity,14.4,11.3,13.0,22,305
6060,land_rover,suv_standard,5.0,8,AS8,electricity,17.9,12.7,15.5,18,365
6063,land_rover,suv_standard,5.0,8,AS8,electricity,14.1,10.7,12.6,22,294
6067,land_rover,suv_small,2.0,4,AS8,electricity,11.7,9.2,10.6,27,248
6069,lexus,mid_size,2.5,4,AV6,gasoline,5.5,5.2,5.3,53,124
6070,lexus,mid_size,3.5,6,AS8,gasoline,10.6,7.2,9.1,31,211
6071,lexus,mid_size,3.5,6,AS8,gasoline,10.9,7.5,9.4,30,219
6072,lexus,mid_size,3.5,6,AS6,electricity,12.3,9.1,10.9,26,254
6075,lexus,compact,2.0,4,AS8,electricity,11.0,7.6,9.5,30,220
6078,lexus,subcompact,5.0,8,AS10,electricity,15.1,9.5,12.6,22,294
6079,lexus,subcompact,3.5,6,AV10,electricity,9.0,7.1,8.1,35,189
6080,lexus,mid_size,3.4,6,AS10,electricity,13.1,8.7,11.1,25,261
6081,lexus,mid_size,3.5,6,AV10,electricity,10.3,7.7,9.1,31,214
6092,lexus,suv_standard,3.5,6,AV6,electricity,8.1,8.4,8.1,35,190
6093,lexus,mid_size,2.0,4,AS10,gasoline,8.0,6.3,7.2,39,168
6094,lexus,compact,2.0,4,AV6,gasoline,5.5,5.7,5.6,50,130
6095,lexus,compact,2.0,4,AV6,gasoline,5.7,6.2,6.0,47,140
6096,lincoln,full_size,2.7,6,AS6,gasoline,14.0,9.4,12.0,24,281
6097,lincoln,full_size,3.0,6,AS6,gasoline,14.5,9.8,12.3,23,289
6099,lincoln,suv_small,2.0,4,AS6,gasoline,12.3,9.3,11.0,26,257
6100,lincoln,suv_small,2.0,4,AS6,gasoline,12.2,9.3,10.9,26,256
6101,lincoln,suv_small,2.3,4,AS6,gasoline,13.1,9.5,11.5,25,270
6103,lincoln,specialpurposevehicle,3.7,6,A6,gasoline,14.7,10.3,12.7,22,297
6104,lincoln,mid_size,2.0,4,AS6,gasoline,12.1,8.4,10.4,27,245
6107,lincoln,suv_small,2.0,4,AS8,gasoline,12.0,9.6,10.7,26,250
6108,lincoln,suv_small,2.7,6,AS8,gasoline,12.6,9.2,11.0,26,259
6109,lincoln,suv_standard,3.5,6,AS10,gasoline,15.0,11.4,13.4,21,314
6113,maserati,subcompact,4.7,8,AS6,electricity,17.8,11.6,15.0,19,354
6114,maserati,suv_standard,3.0,6,AS8,electricity,15.9,11.1,13.7,21,324
6115,maserati,suv_standard,3.0,6,AS8,electricity,16.1,11.4,14.0,20,330
6116,maserati,suv_standard,3.8,8,AS8,electricity,17.9,12.9,15.3,18,360
6118,maserati,full_size,3.0,6,AS8,electricity,15.1,10.3,12.8,22,299
6120,maserati,full_size,3.8,8,AS8,electricity,16.0,10.8,13.7,21,321
6121,mazda,compact,2.0,4,AS6,gasoline,8.3,6.9,7.7,37,179
6122,mazda,compact,2.0,4,M6,gasoline,8.8,7.0,8.0,35,186
6123,mazda,compact,2.0,4,AS6,gasoline,8.6,7.4,8.1,35,189
6129,mazda,suv_small,2.5,4,AS6,gasoline,10.8,8.7,9.8,29,230
6130,mazda,suv_small,2.2,4,AS6,diesel,8.9,7.9,8.4,34,227
6132,mazda,suv_small,2.5,4,AS6,gasoline,11.6,9.1,10.5,27,244
6133,mazda,compact,2.0,4,AS6,gasoline,8.4,6.6,7.6,37,178
6134,mazda,compact,2.0,4,M6,gasoline,8.7,6.4,7.7,37,180
6135,mazda,compact,2.5,4,AS6,gasoline,8.8,6.4,7.7,37,181
6136,mazda,compact,2.5,4,AS6,gasoline,8.8,6.6,7.8,36,183
6137,mazda,compact,2.5,4,AS6,gasoline,9.2,7.0,8.2,34,192
6138,mazda,mid_size,2.0,4,AS6,gasoline,8.6,6.7,7.7,37,181
6139,mazda,mid_size,2.0,4,M6,gasoline,8.7,6.6,7.8,36,181
6140,mazda,mid_size,2.5,4,AS6,gasoline,9.0,6.8,8.0,35,187
6141,mazda,mid_size,2.5,4,M6,gasoline,9.2,6.6,8.1,35,189
6142,mazda,mid_size,2.5,4,AS6,gasoline,9.8,7.4,8.7,32,204
6145,mazda,two_seater,2.0,4,AS6,electricity,9.0,6.6,7.9,36,186
6146,mazda,two_seater,2.0,4,M6,electricity,9.0,7.0,8.1,35,189
6147,mercedes_benz,subcompact,2.0,4,AM7,electricity,9.7,6.8,8.4,34,195
6148,mercedes_benz,subcompact,2.0,4,AM7,electricity,9.6,7.1,8.5,33,199
6149,mercedes_benz,stationwagon_small,2.0,4,AM7,electricity,9.4,6.8,8.3,34,192
6150,mercedes_benz,stationwagon_small,2.0,4,AM7,electricity,9.9,7.0,8.6,33,201
6151,mercedes_benz,compact,3.0,6,A9,electricity,12.4,8.7,10.7,26,253
6152,mercedes_benz,subcompact,3.0,6,A9,electricity,12.7,9.2,11.2,25,263
6153,mercedes_benz,subcompact,3.0,6,A9,electricity,12.9,8.8,11.1,25,255
6154,mercedes_benz,stationwagon_small,3.0,6,A9,electricity,12.4,8.9,10.8,26,255
6155,mercedes_benz,compact,4.0,8,A9,electricity,13.2,8.7,11.2,25,263
6157,mercedes_benz,subcompact,4.0,8,A9,electricity,13.9,9.7,12.0,24,282
6158,mercedes_benz,subcompact,4.0,8,A9,electricity,13.9,9.2,11.8,24,277
6159,mercedes_benz,minicompact,2.0,4,AM7,electricity,10.3,7.9,9.2,31,217
6160,mercedes_benz,compact,3.0,6,A9,electricity,12.4,8.7,10.7,26,235
6161,mercedes_benz,mid_size,3.0,6,A9,electricity,11.2,8.3,9.9,29,232
6162,mercedes_benz,subcompact,3.0,6,A9,electricity,12.5,9.0,10.9,26,245
6163,mercedes_benz,subcompact,3.0,6,A9,electricity,12.3,8.5,10.6,27,237
6164,mercedes_benz,stationwagon_mid_size,3.0,6,A9,electricity,11.5,8.6,10.2,28,239
6165,mercedes_benz,mid_size,4.0,8,A9,electricity,16.0,10.5,13.5,21,318
6166,mercedes_benz,stationwagon_mid_size,4.0,8,A9,electricity,14.6,10.4,12.7,22,299
6167,mercedes_benz,suv_standard,4.0,8,A9,electricity,18.1,15.6,17.0,17,396
6169,mercedes_benz,suv_small,3.0,6,A9,electricity,12.5,9.6,11.2,25,262
6170,mercedes_benz,suv_small,3.0,6,A9,electricity,12.6,9.7,11.3,25,265
6171,mercedes_benz,suv_small,4.0,8,A9,electricity,15.0,10.9,13.2,21,309
6173,mercedes_benz,suv_standard,3.0,6,A9,electricity,14.0,10.6,12.4,23,292
6174,mercedes_benz,suv_standard,3.0,6,A9,electricity,14.1,10.9,12.6,22,297
6175,mercedes_benz,suv_standard,4.7,8,A7,electricity,17.7,13.4,15.8,18,370
6176,mercedes_benz,suv_standard,4.7,8,A7,electricity,17.2,12.8,15.2,19,357
6177,mercedes_benz,suv_standard,4.7,8,A7,electricity,17.8,13.2,15.7,18,370
6178,mercedes_benz,compact,3.0,6,A9,electricity,12.4,9.8,11.2,25,264
6179,mercedes_benz,compact,4.0,8,A9,electricity,15.5,11.5,13.7,21,323
6180,mercedes_benz,compact,4.0,8,A9,electricity,15.6,11.5,13.7,21,324
6181,mercedes_benz,two_seater,4.0,8,AM7,electricity,15.3,11.4,13.5,21,315
6182,mercedes_benz,two_seater,4.0,8,AM7,electricity,15.2,11.4,13.5,21,315
6183,mercedes_benz,two_seater,4.0,8,AM7,electricity,15.9,11.8,14.0,20,327
6188,mercedes_benz,subcompact,6.0,12,A9,electricity,17.1,11.0,14.3,20,337
6189,mercedes_benz,compact,6.0,12,A9,electricity,17.6,11.0,14.6,19,343
6190,mercedes_benz,two_seater,5.5,8,A7,electricity,15.3,10.2,13.0,22,303
6191,mercedes_benz,two_seater,3.0,6,A9,electricity,11.8,8.2,10.2,28,238
6192,mercedes_benz,stationwagon_small,2.0,4,AM7,electricity,9.8,6.8,8.4,34,196
6193,mercedes_benz,stationwagon_small,2.0,4,AM7,electricity,10.3,7.8,9.1,31,215
6194,mercedes_benz,compact,2.0,4,A9,electricity,11.0,7.3,9.4,30,219
6195,mercedes_benz,subcompact,2.0,4,A9,electricity,11.3,8.1,9.9,29,231
6196,mercedes_benz,subcompact,2.0,4,A9,electricity,10.9,7.7,9.5,30,221
6197,mercedes_benz,stationwagon_small,2.0,4,A9,electricity,10.9,7.7,9.5,30,221
6198,mercedes_benz,minicompact,2.0,4,AM7,electricity,9.6,6.6,8.2,34,193
6199,mercedes_benz,minicompact,2.0,4,AM7,electricity,9.9,7.3,8.7,32,204
6200,mercedes_benz,compact,3.0,6,A9,electricity,11.3,7.9,9.8,29,213
6201,mercedes_benz,mid_size,2.0,4,A9,electricity,11.0,8.1,9.7,29,228
6202,mercedes_benz,mid_size,3.0,6,A9,electricity,11.8,8.5,10.3,27,244
6203,mercedes_benz,subcompact,3.0,6,A9,electricity,12.7,10.1,11.6,24,271
6204,mercedes_benz,subcompact,3.0,6,A9,electricity,12.5,9.1,11.0,26,257
6205,mercedes_benz,stationwagon_mid_size,3.0,6,A9,electricity,12.3,8.9,10.8,26,254
6206,mercedes_benz,suv_standard,4.0,8,A9,electricity,18.0,14.1,16.3,17,378
6208,mercedes_benz,suv_small,2.0,4,A9,electricity,11.0,8.7,10.0,28,234
6209,mercedes_benz,suv_small,2.0,4,A9,electricity,10.8,9.0,10.0,28,234
6211,mercedes_benz,suv_standard,3.0,6,A9,electricity,14.9,11.2,13.2,21,312
6212,mercedes_benz,suv_standard,4.7,8,A9,electricity,17.2,12.6,15.1,19,355
6213,mercedes_benz,full_size,4.0,8,A9,electricity,14.4,9.5,12.2,23,286
6214,mercedes_benz,full_size,6.0,12,A7,electricity,18.4,11.1,15.1,19,355
6216,mercedes_benz,specialpurposevehicle,2.0,4,A7,electricity,11.3,9.6,10.5,27,248
6218,mercedes_benz,mid_size,3.0,6,A9,electricity,12.8,8.5,10.8,26,253
6219,mercedes_benz,subcompact,4.0,8,A9,electricity,13.8,9.2,11.7,24,275
6221,mercedes_benz,mid_size,4.0,8,A9,electricity,13.5,8.6,11.3,25,265
6222,mercedes_benz,two_seater,3.0,6,A9,electricity,11.8,8.5,10.3,27,241
6223,mercedes_benz,two_seater,4.7,8,A9,electricity,13.5,9.3,11.6,24,270
6224,mercedes_benz,two_seater,2.0,4,A9,electricity,10.0,7.3,8.8,32,205
6228,mini,subcompact,1.5,3,M6,electricity,8.4,6.3,7.5,38,175
6232,mini,minicompact,1.5,3,M6,electricity,8.4,6.3,7.5,38,175
6236,mini,subcompact,2.0,4,M6,electricity,10.2,7.4,9.0,31,210
6239,mini,mid_size,2.0,4,AS8,electricity,10.4,7.6,9.2,31,214
6240,mini,mid_size,2.0,4,M6,electricity,11.4,7.7,9.7,29,227
6241,mini,minicompact,2.0,4,AS6,electricity,9.4,7.2,8.4,34,197
6242,mini,minicompact,2.0,4,M6,electricity,10.2,7.4,9.0,31,210
6244,mini,mid_size,2.0,4,M6,electricity,11.3,7.8,9.7,29,228
6254,mitsubishi,compact,1.2,3,AV,gasoline,6.6,5.6,6.2,46,143
6255,mitsubishi,compact,1.2,3,M5,gasoline,7.1,5.8,6.5,43,151
6256,mitsubishi,compact,1.2,3,AV,gasoline,6.9,5.7,6.4,44,148
6257,mitsubishi,compact,1.2,3,M5,gasoline,7.2,5.9,6.6,43,153
6259,mitsubishi,suv_small,3.0,6,AS6,electricity,12.0,8.8,10.6,27,246
6260,mitsubishi,suv_small,2.0,4,AV6,gasoline,9.7,7.8,8.8,32,206
6262,mitsubishi,suv_small,2.4,4,AV6,gasoline,10.3,8.3,9.4,30,218
6264,nissan,two_seater,3.7,6,M6,electricity,13.3,9.3,11.5,25,270
6265,nissan,two_seater,3.7,6,AS7,electricity,13.0,9.7,11.5,25,271
6266,nissan,two_seater,3.7,6,M6,electricity,13.6,9.7,11.8,24,279
6267,nissan,mid_size,2.5,4,AV,gasoline,8.6,6.1,7.4,38,174
6268,nissan,mid_size,2.0,4,AV,gasoline,9.1,6.9,8.1,35,190
6269,nissan,mid_size,2.5,4,AV,gasoline,8.5,6.3,7.5,38,177
6270,nissan,mid_size,2.5,4,AV,gasoline,9.1,6.5,7.9,36,186
6271,nissan,mid_size,2.5,4,AV,gasoline,9.3,6.7,8.1,35,190
6272,nissan,suv_standard,5.6,8,AS7,gasoline,17.7,12.9,15.5,18,364
6273,nissan,pickuptruck_small,2.5,4,A5,gasoline,13.7,10.7,12.3,23,290
6274,nissan,pickuptruck_small,4.0,6,A5,gasoline,14.7,10.3,12.7,22,299
6277,nissan,subcompact,3.8,6,AM6,electricity,14.2,10.7,12.6,22,295
6279,nissan,mid_size,3.5,6,AV7,electricity,11.6,7.9,9.9,29,233
6282,nissan,stationwagon_mid_size,3.5,6,AV7,gasoline,11.7,8.3,10.2,28,240
6283,nissan,stationwagon_mid_size,3.5,6,AV7,gasoline,11.7,8.5,10.3,27,242
6288,nissan,stationwagon_small,2.0,4,AV7,gasoline,8.6,7.2,8.0,35,188
6289,nissan,stationwagon_small,2.0,4,M6,gasoline,10.1,8.1,9.2,31,217
6290,nissan,stationwagon_small,2.0,4,AV7,gasoline,9.1,7.6,8.4,34,198
6291,nissan,suv_small,2.5,4,AV,gasoline,9.1,7.1,8.2,34,192
6292,nissan,suv_small,2.5,4,AV,gasoline,9.6,7.5,8.7,32,204
6294,nissan,mid_size,1.8,4,M6,gasoline,8.8,6.6,7.8,36,183
6309,porsche,minicompact,3.0,6,M7,electricity,13.0,8.9,11.2,25,260
6310,porsche,minicompact,3.0,6,AM7,electricity,11.8,9.2,10.7,26,249
6313,porsche,minicompact,3.0,6,M7,electricity,12.1,8.3,10.3,27,242
6316,porsche,minicompact,3.0,6,AM7,electricity,11.9,9.1,10.6,27,248
6317,porsche,minicompact,3.0,6,M7,electricity,14.6,9.4,12.3,23,286
6325,porsche,minicompact,3.0,6,M7,electricity,12.9,9.1,11.2,25,260
6326,porsche,minicompact,3.0,6,AM7,electricity,11.1,8.5,9.9,29,232
6328,porsche,minicompact,3.0,6,AM7,electricity,11.0,8.5,9.9,29,231
6330,porsche,two_seater,3.8,6,AM7,electricity,15.3,11.2,13.5,21,315
6331,porsche,two_seater,4.0,6,AM7,electricity,15.8,11.7,13.9,20,324
